0	0	150000	100000	100000	50000	100000
0.05	-5000	150000	105000	100000	50000	100000
0.1	-10000	150000	110000	100000	50000	100000
0.15	7500	150000	92500	100000	50000	100000
0.2	10000	150000	90000	100000	50000	100000
0.25	12500	150000	87500	100000	50000	100000
0.3	15000	150000	85000	100000	50000	100000
0.35	17500	150000	82500	100000	50000	100000
0.4	20000	150000	80000	100000	50000	100000
0.45	22500	150000	77500	100000	50000	100000
0.5	25000	150000	75000	100000	50000	100000
0.55	27500	150000	72500	100000	50000	100000
0.6	30000	150000	70000	100000	50000	100000
0.65	32500	150000	67500	100000	50000	100000
0.7	35000	150000	65000	100000	50000	100000
0.75	37500	150000	62500	100000	50000	100000
0.8	40000	150000	60000	100000	50000	100000
0.85	42500	150000	57500	100000	50000	100000
0.9	15000.0000000001	150000	84999.9999999999	100000	50000	100000
0.95	32500.0000000001	150000	67499.9999999999	100000	50000	100000
1	50000.0000000001	150000	49999.9999999999	100000	50000	100000
