90000	0	130979.37038621	0	85979.3703862104	45000
90000	0.05	130979.37038621	1396.55159911234	85979.3703862104	45000
90000	0.1	130979.37038621	3043.55605603514	85979.3703862104	45000
90000	0.15	130979.37038621	4787.25839454659	85979.3703862104	45000
90000	0.2	130979.37038621	6598.37907546562	85979.3703862104	45000
90000	0.25	130979.37038621	8464.00546903576	85979.3703862104	45000
90000	0.3	130979.37038621	10377.2645664694	85979.3703862104	45000
90000	0.35	130979.37038621	12334.2790255896	85979.3703862104	45000
90000	0.4	130979.37038621	14332.9593473489	85979.3703862104	45000
90000	0.45	130979.37038621	16372.4552631861	85979.3703862104	45000
90000	0.5	130979.37038621	18452.904833059	85979.3703862104	45000
90000	0.55	130979.37038621	20575.3506235318	85979.3703862104	45000
90000	0.6	130979.37038621	22741.7787164247	85979.3703862104	45000
90000	0.65	130979.37038621	24955.2824049407	85979.3703862104	45000
90000	0.7	130979.37038621	27220.3956934414	85979.3703862104	45000
90000	0.75	130979.37038621	29543.7126582118	85979.3703862104	45000
90000	0.8	130979.37038621	31935.0702951356	85979.3703862104	45000
90000	0.85	130979.37038621	34410.0279924783	85979.3703862104	45000
90000	0.9	130979.37038621	36996.0039783586	85979.3703862104	45000
90000	0.95	130979.37038621	39752.9674595768	85979.3703862104	45000
90000	1	130979.37038621	nan	85979.3703862104	45000
