0	0	90000	60000	60000	30000	60000
0.05	-3000	90000	63000	60000	30000	60000
0.1	-6000	90000	66000	60000	30000	60000
0.15	-9000	90000	69000	60000	30000	60000
0.2	6000	90000	54000	60000	30000	60000
0.25	7500	90000	52500	60000	30000	60000
0.3	9000	90000	51000	60000	30000	60000
0.35	10500	90000	49500	60000	30000	60000
0.4	12000	90000	48000	60000	30000	60000
0.45	13500	90000	46500	60000	30000	60000
0.5	15000	90000	45000	60000	30000	60000
0.55	16500	90000	43500	60000	30000	60000
0.6	18000	90000	42000	60000	30000	60000
0.65	19500	90000	40500	60000	30000	60000
0.7	21000	90000	39000	60000	30000	60000
0.75	22500	90000	37500	60000	30000	60000
0.8	24000	90000	36000	60000	30000	60000
0.85	-1499.99999999996	90000	61500	60000	30000	60000
0.9	9000.00000000005	90000	50999.9999999999	60000	30000	60000
0.95	19500.0000000001	90000	40499.9999999999	60000	30000	60000
1	30000.0000000001	90000	29999.9999999999	60000	30000	60000
