0	0	60000	40000	40000	20000	10000
0.05	500	60000	39500	40000	20000	10000
0.1	1000	60000	39000	40000	20000	10000
0.15	3000	60000	37000	40000	20000	10000
0.2	4000	60000	36000	40000	20000	10000
0.25	5000	60000	35000	40000	20000	10000
0.3	6000	60000	34000	40000	20000	10000
0.35	7000	60000	33000	40000	20000	10000
0.4	8000	60000	32000	40000	20000	10000
0.45	9000	60000	31000	40000	20000	10000
0.5	10000	60000	30000	40000	20000	10000
0.55	11000	60000	29000	40000	20000	10000
0.6	12000	60000	28000	40000	20000	10000
0.65	13000	60000	27000	40000	20000	10000
0.7	14000	60000	26000	40000	20000	10000
0.75	15000	60000	25000	40000	20000	10000
0.8	16000	60000	24000	40000	20000	10000
0.85	17000	60000	23000	40000	20000	10000
0.9	16000	60000	24000	40000	20000	10000
0.95	18000	60000	22000	40000	20000	10000
1	35000	60000	4999.99999999999	40000	20000	10000
