1318	0.336
1319	0.338
1321	0.34
1322	0.342
1322	0.344
1323	0.346
1325	0.348
1327	0.35
1332	0.352
1335	0.354
1335	0.356
1335	0.358
1336	0.36
1336	0.362
1338	0.364
1338	0.366
1339	0.368
1340	0.37
1342	0.372
1342	0.374
1342	0.376
1343	0.378
1344	0.38
1345	0.382
1348	0.384
1348	0.386
1348	0.388
1349	0.39
1351	0.392
1352	0.394
1352	0.396
1353	0.398
1355	0.4
1355	0.402
1355	0.404
1356	0.406
1365	0.408
1367	0.41
1367	0.412
1368	0.414
1368	0.416
1370	0.418
1372	0.42
1372	0.422
1373	0.424
1374	0.426
1376	0.428
1376	0.43
1377	0.432
1381	0.434
1387	0.436
1388	0.438
1388	0.44
1392	0.442
1395	0.444
1397	0.446
1397	0.448
1397	0.45
1398	0.452
1399	0.454
1400	0.456
1404	0.458
1405	0.46
1405	0.462
1405	0.464
1411	0.466
1411	0.468
1415	0.47
1415	0.472
1416	0.474
1419	0.476
1421	0.478
1423	0.48
1424	0.482
1427	0.484
1430	0.486
1436	0.488
1441	0.49
1445	0.492
1445	0.494
1448	0.496
1450	0.498
1451	0.5
1454	0.502
1457	0.504
1458	0.506
1459	0.508
1462	0.51
1463	0.512
1464	0.514
1466	0.516
1469	0.518
1483	0.52
1485	0.522
1488	0.524
1492	0.526
1492	0.528
1493	0.53
1501	0.532
1501	0.534
1506	0.536
1506	0.538
1507	0.54
1511	0.542
1511	0.544
1512	0.546
1514	0.548
1515	0.55
1517	0.552
1520	0.554
1521	0.556
1529	0.558
1535	0.56
1547	0.562
1548	0.564
1555	0.566
1562	0.568
1562	0.57
1563	0.572
1566	0.574
1568	0.576
1569	0.578
1571	0.58
1577	0.582
1583	0.584
1586	0.586
1593	0.588
1595	0.59
1596	0.592
1602	0.594
1603	0.596
1604	0.598
1611	0.6
1613	0.602
1623	0.604
1628	0.606
1632	0.608
1636	0.61
1643	0.612
1652	0.614
1654	0.616
1658	0.618
1672	0.62
1680	0.622
1683	0.624
1683	0.626
1695	0.628
1698	0.63
1706	0.632
1720	0.634
1721	0.636
1731	0.638
1737	0.64
1743	0.642
1747	0.644
1752	0.646
1757	0.648
1760	0.65
1772	0.652
1772	0.654
1783	0.656
1795	0.658
1813	0.66
1813	0.662
1815	0.664
1821	0.666
1824	0.668
1841	0.67
1851	0.672
1857	0.674
1861	0.676
1870	0.678
1874	0.68
1879	0.682
1882	0.684
1893	0.686
1901	0.688
1911	0.69
1927	0.692
1929	0.694
1948	0.696
1950	0.698
1967	0.7
1974	0.702
1989	0.704
1993	0.706
2011	0.708
2031	0.71
2036	0.712
2053	0.714
2056	0.716
2081	0.718
2090	0.72
2098	0.722
2104	0.724
2118	0.726
2123	0.728
2123	0.73
2131	0.732
2161	0.734
2183	0.736
2185	0.738
2186	0.74
2212	0.742
2242	0.744
2247	0.746
2252	0.748
2274	0.75
2285	0.752
2306	0.754
2343	0.756
2354	0.758
2366	0.76
2376	0.762
2389	0.764
2417	0.766
2419	0.768
2453	0.77
2483	0.772
2496	0.774
2537	0.776
2539	0.778
2554	0.78
2576	0.782
2583	0.784
2622	0.786
2630	0.788
2680	0.79
2697	0.792
2729	0.794
2775	0.796
2784	0.798
2797	0.8
2843	0.802
2904	0.804
2905	0.806
2906	0.808
2967	0.81
3033	0.812
3036	0.814
3038	0.816
3109	0.818
3182	0.82
3189	0.822
3206	0.824
3267	0.826
3267	0.828
3349	0.83
3374	0.832
3445	0.834
3466	0.836
3536	0.838
3539	0.84
3642	0.842
3656	0.844
3752	0.846
3782	0.848
3869	0.85
3913	0.852
3992	0.854
3995	0.856
4133	0.858
4164	0.86
4275	0.862
4312	0.864
4437	0.866
4506	0.868
4607	0.87
4609	0.872
4787	0.874
4813	0.876
4992	0.878
5038	0.88
5204	0.882
5278	0.884
5442	0.886
5465	0.888
5706	0.89
5716	0.892
5989	0.894
6003	0.896
6305	0.898
6307	0.9
6650	0.902
6651	0.904
7037	0.906
7048	0.908
7469	0.91
7524	0.912
7953	0.914
8016	0.916
8496	0.918
8545	0.92
9111	0.922
9155	0.924
9815	0.926
9820	0.928
10619	0.93
10708	0.932
11549	0.934
11553	0.936
12638	0.938
12645	0.94
13918	0.942
13947	0.944
15450	0.946
15465	0.948
17285	0.95
17289	0.952
19537	0.954
19596	0.956
22336	0.958
22346	0.96
25884	0.962
25917	0.964
30500	0.966
30511	0.968
36676	0.97
36696	0.972
45252	0.974
45254	0.976
57665	0.978
57671	0.98
76931	0.982
76938	0.984
109601	0.986
109605	0.988
173204	0.99
173209	0.992
330661	0.994
330679	0.996
1.00074e+06	0.998
1.00086e+06	1
