1074	0.002
1088	0.004
1115	0.006
1122	0.008
1162	0.01
1163	0.012
1165	0.014
1166	0.016
1168	0.018
1168	0.02
1169	0.022
1169	0.024
1169	0.026
1175	0.028
1175	0.03
1181	0.032
1181	0.034
1182	0.036
1183	0.038
1187	0.04
1188	0.042
1190	0.044
1193	0.046
1194	0.048
1195	0.05
1196	0.052
1197	0.054
1197	0.056
1199	0.058
1201	0.06
1202	0.062
1202	0.064
1202	0.066
1203	0.068
1203	0.07
1205	0.072
1205	0.074
1205	0.076
1206	0.078
1206	0.08
1209	0.082
1209	0.084
1209	0.086
1210	0.088
1210	0.09
1211	0.092
1213	0.094
1213	0.096
1213	0.098
1216	0.1
1216	0.102
1217	0.104
1218	0.106
1219	0.108
1219	0.11
1220	0.112
1220	0.114
1220	0.116
1221	0.118
1222	0.12
1222	0.122
1222	0.124
1223	0.126
1226	0.128
1226	0.13
1226	0.132
1228	0.134
1228	0.136
1229	0.138
1229	0.14
1232	0.142
1232	0.144
1233	0.146
1234	0.148
1234	0.15
1236	0.152
1237	0.154
1238	0.156
1238	0.158
1239	0.16
1240	0.162
1240	0.164
1241	0.166
1241	0.168
1241	0.17
1242	0.172
1242	0.174
1243	0.176
1244	0.178
1244	0.18
1245	0.182
1245	0.184
1247	0.186
1249	0.188
1249	0.19
1250	0.192
1252	0.194
1252	0.196
1253	0.198
1256	0.2
1256	0.202
1256	0.204
1258	0.206
1258	0.208
1259	0.21
1260	0.212
1260	0.214
1260	0.216
1260	0.218
1262	0.22
1263	0.222
1265	0.224
1266	0.226
1267	0.228
1268	0.23
1269	0.232
1269	0.234
1270	0.236
1271	0.238
1272	0.24
1272	0.242
1272	0.244
1278	0.246
1278	0.248
1279	0.25
1279	0.252
1280	0.254
1280	0.256
1281	0.258
1282	0.26
1282	0.262
1283	0.264
1283	0.266
1285	0.268
1286	0.27
1286	0.272
1287	0.274
1288	0.276
1288	0.278
1288	0.28
1289	0.282
1290	0.284
1294	0.286
1295	0.288
1296	0.29
1298	0.292
1298	0.294
1300	0.296
1300	0.298
1301	0.3
1302	0.302
1302	0.304
1303	0.306
1304	0.308
1305	0.31
1307	0.312
1308	0.314
1309	0.316
1310	0.318
1312	0.32
1314	0.322
1314	0.324
1315	0.326
1315	0.328
1315	0.33
1316	0.332
1316	0.334
