0	0	75000	50000	50000	25000	50000
0.05	-2500	75000	52500	50000	25000	50000
0.1	-5000	75000	55000	50000	25000	50000
0.15	-7500	75000	57500	50000	25000	50000
0.2	-10000	75000	60000	50000	25000	50000
0.25	6250	75000	43750	50000	25000	50000
0.3	7500	75000	42500	50000	25000	50000
0.35	8750	75000	41250	50000	25000	50000
0.4	10000	75000	40000	50000	25000	50000
0.45	11250	75000	38750	50000	25000	50000
0.5	12500	75000	37500	50000	25000	50000
0.55	13750	75000	36250	50000	25000	50000
0.6	15000	75000	35000	50000	25000	50000
0.65	16250	75000	33750	50000	25000	50000
0.7	17500	75000	32500	50000	25000	50000
0.75	18750	75000	31250	50000	25000	50000
0.8	-9999.99999999997	75000	60000	50000	25000	50000
0.85	-1249.99999999996	75000	51250	50000	25000	50000
0.9	7500.00000000004	75000	42500	50000	25000	50000
0.95	16250.0000000001	75000	33749.9999999999	50000	25000	50000
1	25000.0000000001	75000	24999.9999999999	50000	25000	50000
