0	0	30000	20000	20000	10000	20000
0.05	-2000	30000	22000	20000	10000	20000
0.1	-2000	30000	22000	20000	10000	20000
0.15	-3000	30000	23000	20000	10000	20000
0.2	-4000	30000	24000	20000	10000	20000
0.25	-5000	30000	25000	20000	10000	20000
0.3	-6000	30000	26000	20000	10000	20000
0.35	-7000	30000	27000	20000	10000	20000
0.4	-8000	30000	28000	20000	10000	20000
0.45	-9000	30000	29000	20000	10000	20000
0.5	-40000	30000	60000	20000	10000	20000
0.55	-21500	30000	41500	20000	10000	20000
0.6	-18000	30000	38000	20000	10000	20000
0.65	-14500	30000	34500	20000	10000	20000
0.7	-11000	30000	31000	20000	10000	20000
0.75	-7499.99999999999	30000	27500	20000	10000	20000
0.8	-3999.99999999999	30000	24000	20000	10000	20000
0.85	-499.999999999985	30000	20500	20000	10000	20000
0.9	3000.00000000002	30000	17000	20000	10000	20000
0.95	4500.00000000003	30000	15500	20000	10000	20000
1	10000	30000	9999.99999999997	20000	10000	20000
