0	0	45000	30000	30000	15000	30000
0.05	-1500	45000	31500	30000	15000	30000
0.1	-3000	45000	33000	30000	15000	30000
0.15	-4500	45000	34500	30000	15000	30000
0.2	-6000	45000	36000	30000	15000	30000
0.25	-7500	45000	37500	30000	15000	30000
0.3	-9000	45000	39000	30000	15000	30000
0.35	5250	45000	24750	30000	15000	30000
0.4	6000	45000	24000	30000	15000	30000
0.45	6750	45000	23250	30000	15000	30000
0.5	7500	45000	22500	30000	15000	30000
0.55	8250	45000	21750	30000	15000	30000
0.6	9000	45000	21000	30000	15000	30000
0.65	9750	45000	20250	30000	15000	30000
0.7	-16500	45000	46500	30000	15000	30000
0.75	-11250	45000	41250	30000	15000	30000
0.8	-5999.99999999999	45000	36000	30000	15000	30000
0.85	-749.999999999978	45000	30750	30000	15000	30000
0.9	4500.00000000003	45000	25500	30000	15000	30000
0.95	9750.00000000003	45000	20250	30000	15000	30000
1	15000	45000	15000	30000	15000	30000
