513	0.002
527	0.004
531	0.006
532	0.008
534	0.01
534	0.012
534	0.014
534	0.016
534	0.018
534	0.02
535	0.022
535	0.024
535	0.026
536	0.028
536	0.03
536	0.032
536	0.034
536	0.036
536	0.038
537	0.04
537	0.042
537	0.044
537	0.046
537	0.048
537	0.05
538	0.052
538	0.054
538	0.056
538	0.058
538	0.06
539	0.062
539	0.064
539	0.066
539	0.068
539	0.07
539	0.072
540	0.074
540	0.076
540	0.078
540	0.08
540	0.082
540	0.084
540	0.086
540	0.088
540	0.09
540	0.092
541	0.094
541	0.096
541	0.098
541	0.1
541	0.102
541	0.104
541	0.106
541	0.108
541	0.11
541	0.112
543	0.114
543	0.116
543	0.118
543	0.12
543	0.122
543	0.124
543	0.126
543	0.128
543	0.13
544	0.132
544	0.134
544	0.136
544	0.138
544	0.14
546	0.142
546	0.144
546	0.146
546	0.148
548	0.15
548	0.152
548	0.154
548	0.156
548	0.158
548	0.16
548	0.162
548	0.164
548	0.166
548	0.168
548	0.17
548	0.172
548	0.174
550	0.176
550	0.178
550	0.18
550	0.182
550	0.184
550	0.186
550	0.188
551	0.19
551	0.192
551	0.194
551	0.196
552	0.198
552	0.2
552	0.202
552	0.204
553	0.206
553	0.208
553	0.21
553	0.212
553	0.214
553	0.216
553	0.218
554	0.22
554	0.222
554	0.224
554	0.226
554	0.228
554	0.23
554	0.232
554	0.234
554	0.236
554	0.238
556	0.24
556	0.242
556	0.244
557	0.246
557	0.248
557	0.25
558	0.252
558	0.254
558	0.256
558	0.258
558	0.26
558	0.262
561	0.264
561	0.266
561	0.268
561	0.27
561	0.272
561	0.274
562	0.276
562	0.278
562	0.28
563	0.282
563	0.284
563	0.286
564	0.288
564	0.29
565	0.292
565	0.294
565	0.296
565	0.298
565	0.3
566	0.302
566	0.304
566	0.306
566	0.308
566	0.31
566	0.312
567	0.314
567	0.316
569	0.318
569	0.32
571	0.322
571	0.324
571	0.326
571	0.328
571	0.33
572	0.332
572	0.334
573	0.336
573	0.338
573	0.34
573	0.342
573	0.344
574	0.346
574	0.348
575	0.35
575	0.352
576	0.354
576	0.356
576	0.358
576	0.36
577	0.362
577	0.364
577	0.366
577	0.368
577	0.37
577	0.372
579	0.374
579	0.376
580	0.378
580	0.38
582	0.382
582	0.384
584	0.386
584	0.388
585	0.39
585	0.392
585	0.394
586	0.396
586	0.398
587	0.4
587	0.402
587	0.404
587	0.406
588	0.408
588	0.41
588	0.412
589	0.414
589	0.416
589	0.418
590	0.42
590	0.422
591	0.424
592	0.426
592	0.428
594	0.43
595	0.432
595	0.434
597	0.436
597	0.438
597	0.44
598	0.442
599	0.444
599	0.446
601	0.448
601	0.45
603	0.452
603	0.454
603	0.456
603	0.458
604	0.46
604	0.462
605	0.464
607	0.466
607	0.468
607	0.47
608	0.472
608	0.474
609	0.476
609	0.478
609	0.48
612	0.482
612	0.484
612	0.486
613	0.488
613	0.49
614	0.492
614	0.494
615	0.496
617	0.498
618	0.5
619	0.502
619	0.504
620	0.506
621	0.508
622	0.51
623	0.512
625	0.514
626	0.516
627	0.518
628	0.52
628	0.522
630	0.524
632	0.526
632	0.528
633	0.53
633	0.532
634	0.534
636	0.536
636	0.538
637	0.54
638	0.542
638	0.544
639	0.546
640	0.548
643	0.55
644	0.552
644	0.554
644	0.556
646	0.558
648	0.56
649	0.562
650	0.564
651	0.566
652	0.568
654	0.57
655	0.572
656	0.574
658	0.576
659	0.578
661	0.58
661	0.582
662	0.584
664	0.586
664	0.588
667	0.59
668	0.592
668	0.594
670	0.596
672	0.598
675	0.6
679	0.602
679	0.604
681	0.606
682	0.608
682	0.61
683	0.612
685	0.614
686	0.616
688	0.618
690	0.62
690	0.622
693	0.624
695	0.626
697	0.628
698	0.63
701	0.632
702	0.634
705	0.636
707	0.638
708	0.64
709	0.642
712	0.644
715	0.646
719	0.648
719	0.65
720	0.652
724	0.654
725	0.656
726	0.658
729	0.66
732	0.662
736	0.664
738	0.666
740	0.668
743	0.67
744	0.672
746	0.674
749	0.676
751	0.678
755	0.68
756	0.682
760	0.684
763	0.686
766	0.688
769	0.69
773	0.692
778	0.694
780	0.696
781	0.698
786	0.7
787	0.702
791	0.704
793	0.706
797	0.708
800	0.71
803	0.712
807	0.714
812	0.716
817	0.718
821	0.72
824	0.722
827	0.724
830	0.726
837	0.728
839	0.73
845	0.732
850	0.734
852	0.736
857	0.738
861	0.74
866	0.742
873	0.744
876	0.746
880	0.748
886	0.75
890	0.752
897	0.754
902	0.756
910	0.758
915	0.76
921	0.762
926	0.764
932	0.766
936	0.768
943	0.77
950	0.772
956	0.774
965	0.776
971	0.778
978	0.78
985	0.782
993	0.784
1001	0.786
1010	0.788
1018	0.79
1024	0.792
1034	0.794
1042	0.796
1050	0.798
1060	0.8
1070	0.802
1082	0.804
1090	0.806
1099	0.808
1109	0.81
1122	0.812
1133	0.814
1144	0.816
1156	0.818
1167	0.82
1178	0.822
1194	0.824
1208	0.826
1219	0.828
1232	0.83
1247	0.832
1265	0.834
1279	0.836
1295	0.838
1309	0.84
1326	0.842
1346	0.844
1363	0.846
1384	0.848
1400	0.85
1421	0.852
1442	0.854
1463	0.856
1487	0.858
1511	0.86
1534	0.862
1556	0.864
1583	0.866
1611	0.868
1641	0.87
1670	0.872
1699	0.874
1730	0.876
1763	0.878
1800	0.88
1832	0.882
1873	0.884
1910	0.886
1952	0.888
1996	0.89
2040	0.892
2087	0.894
2139	0.896
2190	0.898
2243	0.9
2302	0.902
2363	0.904
2426	0.906
2497	0.908
2568	0.91
2641	0.912
2727	0.914
2808	0.916
2905	0.918
2999	0.92
3102	0.922
3211	0.924
3329	0.926
3458	0.928
3593	0.93
3736	0.932
3897	0.934
4068	0.936
4248	0.938
4453	0.94
4665	0.942
4904	0.944
5168	0.946
5450	0.948
5767	0.95
6112	0.952
6500	0.954
6931	0.956
7418	0.958
7959	0.96
8575	0.962
9277	0.964
10083	0.966
11015	0.968
12102	0.97
13381	0.972
14914	0.974
16749	0.976
19000	0.978
21800	0.98
25345	0.982
29961	0.984
36135	0.986
44714	0.988
57132	0.99
76384	0.992
109062	0.994
172670	0.996
330117	0.998
1.00019e+06	1
