533	0.002
534	0.004
534	0.006
534	0.008
534	0.01
534	0.012
534	0.014
534	0.016
534	0.018
534	0.02
535	0.022
535	0.024
535	0.026
535	0.028
535	0.03
535	0.032
535	0.034
536	0.036
536	0.038
536	0.04
536	0.042
536	0.044
536	0.046
536	0.048
537	0.05
537	0.052
538	0.054
538	0.056
538	0.058
538	0.06
538	0.062
538	0.064
538	0.066
538	0.068
538	0.07
538	0.072
539	0.074
539	0.076
539	0.078
540	0.08
540	0.082
540	0.084
540	0.086
540	0.088
540	0.09
540	0.092
540	0.094
540	0.096
541	0.098
541	0.1
541	0.102
541	0.104
541	0.106
541	0.108
541	0.11
541	0.112
541	0.114
541	0.116
542	0.118
542	0.12
542	0.122
543	0.124
543	0.126
543	0.128
543	0.13
543	0.132
543	0.134
543	0.136
543	0.138
544	0.14
544	0.142
544	0.144
544	0.146
545	0.148
545	0.15
545	0.152
546	0.154
546	0.156
546	0.158
547	0.16
548	0.162
548	0.164
548	0.166
548	0.168
548	0.17
548	0.172
548	0.174
548	0.176
548	0.178
550	0.18
550	0.182
550	0.184
550	0.186
550	0.188
550	0.19
550	0.192
550	0.194
550	0.196
551	0.198
551	0.2
552	0.202
552	0.204
552	0.206
552	0.208
552	0.21
552	0.212
553	0.214
553	0.216
553	0.218
553	0.22
553	0.222
553	0.224
553	0.226
553	0.228
554	0.23
554	0.232
554	0.234
554	0.236
554	0.238
554	0.24
554	0.242
555	0.244
555	0.246
555	0.248
556	0.25
557	0.252
557	0.254
558	0.256
558	0.258
558	0.26
558	0.262
558	0.264
558	0.266
559	0.268
560	0.27
561	0.272
561	0.274
561	0.276
561	0.278
561	0.28
561	0.282
562	0.284
562	0.286
563	0.288
563	0.29
564	0.292
565	0.294
565	0.296
565	0.298
565	0.3
565	0.302
565	0.304
566	0.306
566	0.308
566	0.31
566	0.312
566	0.314
566	0.316
567	0.318
567	0.32
569	0.322
569	0.324
570	0.326
571	0.328
571	0.33
571	0.332
572	0.334
572	0.336
572	0.338
572	0.34
573	0.342
573	0.344
573	0.346
573	0.348
574	0.35
574	0.352
575	0.354
575	0.356
576	0.358
576	0.36
576	0.362
576	0.364
576	0.366
577	0.368
577	0.37
577	0.372
577	0.374
579	0.376
579	0.378
580	0.38
580	0.382
581	0.384
582	0.386
584	0.388
584	0.39
584	0.392
585	0.394
585	0.396
585	0.398
585	0.4
586	0.402
586	0.404
587	0.406
587	0.408
588	0.41
588	0.412
588	0.414
589	0.416
589	0.418
589	0.42
589	0.422
590	0.424
590	0.426
591	0.428
592	0.43
593	0.432
594	0.434
596	0.436
597	0.438
597	0.44
598	0.442
598	0.444
599	0.446
600	0.448
601	0.45
601	0.452
603	0.454
603	0.456
603	0.458
604	0.46
604	0.462
605	0.464
607	0.466
607	0.468
607	0.47
608	0.472
608	0.474
608	0.476
609	0.478
609	0.48
611	0.482
612	0.484
612	0.486
613	0.488
613	0.49
613	0.492
614	0.494
614	0.496
617	0.498
618	0.5
618	0.502
619	0.504
620	0.506
621	0.508
621	0.51
622	0.512
624	0.514
625	0.516
627	0.518
627	0.52
628	0.522
629	0.524
631	0.526
632	0.528
633	0.53
633	0.532
634	0.534
634	0.536
636	0.538
637	0.54
638	0.542
638	0.544
639	0.546
640	0.548
643	0.55
643	0.552
644	0.554
644	0.556
645	0.558
647	0.56
648	0.562
650	0.564
650	0.566
652	0.568
653	0.57
654	0.572
656	0.574
657	0.576
658	0.578
661	0.58
661	0.582
662	0.584
664	0.586
664	0.588
667	0.59
668	0.592
668	0.594
670	0.596
672	0.598
674	0.6
675	0.602
679	0.604
681	0.606
681	0.608
682	0.61
683	0.612
685	0.614
686	0.616
687	0.618
688	0.62
690	0.622
693	0.624
695	0.626
697	0.628
698	0.63
699	0.632
702	0.634
705	0.636
706	0.638
707	0.64
709	0.642
712	0.644
715	0.646
718	0.648
719	0.65
720	0.652
722	0.654
724	0.656
725	0.658
729	0.66
732	0.662
736	0.664
738	0.666
740	0.668
742	0.67
744	0.672
745	0.674
748	0.676
750	0.678
754	0.68
756	0.682
759	0.684
763	0.686
766	0.688
768	0.69
773	0.692
777	0.694
779	0.696
781	0.698
785	0.7
787	0.702
790	0.704
793	0.706
797	0.708
800	0.71
803	0.712
806	0.714
812	0.716
816	0.718
820	0.72
823	0.722
826	0.724
830	0.726
836	0.728
839	0.73
843	0.732
849	0.734
