0	0	1	1
0	0.05	1	1
0	0.1	1	1
0	0.15	1	1
0	0.2	1	1
0	0.25	1	1
0	0.3	1	1
0	0.35	1	1
0	0.4	1	1
0	0.45	1	1
0	0.5	1	1
0	0.55	1	1
0	0.6	1	1
0	0.65	1	1
0	0.7	1	1
0	0.75	1	1
0	0.8	1	1
0	0.85	1	1
0	0.9	1	1
0	0.95	1	1
0	1	1	1
0.05	0	0.953245986762734	0
0.05	0.05	0.956297101245513	0
0.05	0.1	0.959348215728293	0
0.05	0.15	0.962399330211072	0
0.05	0.2	0.965450444693852	0
0.05	0.25	0.968501559176632	0
0.05	0.3	0.971552673659411	0
0.05	0.35	0.974603788142191	0
0.05	0.4	0.97765490262497	0
0.05	0.45	0.98070601710775	0
0.05	0.5	0.983757131590529	0
0.05	0.55	0.986808246073309	0
0.05	0.6	0.989859360556089	0
0.05	0.65	0.992910475038868	0
0.05	0.7	0.995961589521648	0
0.05	0.75	0.999012704004427	0
0.05	0.8	1.00206381848721	1
0.05	0.85	1.00511493296999	1
0.05	0.9	1.00816604745277	1
0.05	0.95	1.01121716193555	1
0.05	1	1.01426827641833	1
0.1	0	0.906327969352406	0
0.1	0.05	0.912155304606592	0
0.1	0.1	0.917982639860778	0
0.1	0.15	0.923809975114964	0
0.1	0.2	0.92963731036915	0
0.1	0.25	0.935464645623336	0
0.1	0.3	0.941291980877522	0
0.1	0.35	0.947119316131708	0
0.1	0.4	0.952946651385894	0
0.1	0.45	0.95877398664008	0
0.1	0.5	0.964601321894266	0
0.1	0.55	0.970428657148452	0
0.1	0.6	0.976255992402638	0
0.1	0.65	0.982083327656824	0
0.1	0.7	0.98791066291101	0
0.1	0.75	0.993737998165196	0
0.1	0.8	0.999565333419382	0
0.1	0.85	1.00539266867357	1
0.1	0.9	1.01122000392775	1
0.1	0.95	1.01704733918194	1
0.1	1	1.02287467443613	1
0.15	0	0.859236202760628	0
0.15	0.05	0.867744667328822	0
0.15	0.1	0.876253131897015	0
0.15	0.15	0.884761596465209	0
