0	0	120000	80000	80000	40000	80000
0.05	-4000	120000	84000	80000	40000	80000
0.1	-8000	120000	88000	80000	40000	80000
0.15	6000	120000	74000	80000	40000	80000
0.2	8000	120000	72000	80000	40000	80000
0.25	10000	120000	70000	80000	40000	80000
0.3	12000	120000	68000	80000	40000	80000
0.35	14000	120000	66000	80000	40000	80000
0.4	16000	120000	64000	80000	40000	80000
0.45	18000	120000	62000	80000	40000	80000
0.5	20000	120000	60000	80000	40000	80000
0.55	22000	120000	58000	80000	40000	80000
0.6	24000	120000	56000	80000	40000	80000
0.65	26000	120000	54000	80000	40000	80000
0.7	28000	120000	52000	80000	40000	80000
0.75	30000	120000	50000	80000	40000	80000
0.8	32000	120000	48000	80000	40000	80000
0.85	34000	120000	46000	80000	40000	80000
0.9	12000.0000000001	120000	67999.9999999999	80000	40000	80000
0.95	26000.0000000001	120000	53999.9999999999	80000	40000	80000
1	40000.0000000001	120000	39999.9999999999	80000	40000	80000
